age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
50;8;1;2;2;-160;1;2;1;28;may;600;2;-1;0;1;2
33;1;3;2;2;322;1;2;1;28;may;266;4;-1;0;1;2
25;8;1;2;2;1025;1;2;1;28;may;478;2;-1;0;1;2
39;8;1;2;1;-931;1;2;1;28;may;92;5;-1;0;1;2
37;1;1;2;2;-107;1;2;1;28;may;158;2;-1;0;1;2
40;4;1;4;2;481;1;2;1;28;may;198;2;-1;0;1;2
43;1;1;3;2;-516;1;2;1;28;may;438;2;-1;0;1;2
32;9;1;2;2;610;1;2;1;28;may;75;6;-1;0;1;2
25;8;3;2;2;579;1;2;1;28;may;225;4;-1;0;1;2
34;8;1;2;2;225;1;2;1;28;may;342;2;-1;0;1;2
30;8;1;2;2;1780;1;2;1;28;may;116;12;-1;0;1;2
41;12;1;2;2;803;1;2;1;28;may;88;3;-1;0;1;2
36;8;1;2;1;-347;1;1;1;28;may;109;3;-1;0;1;2
28;1;3;2;2;1238;1;2;1;28;may;252;2;-1;0;1;2
29;8;3;2;2;992;1;1;1;28;may;456;2;-1;0;1;2
30;8;1;3;1;0;1;1;1;28;may;92;5;-1;0;1;2
22;7;3;2;2;489;2;2;1;28;may;223;5;-1;0;1;2
28;8;1;2;2;-717;1;2;1;28;may;148;3;-1;0;1;2
27;8;3;3;2;3955;1;2;1;28;may;205;3;-1;0;1;2
31;8;3;1;2;667;1;2;1;28;may;80;3;-1;0;1;2
42;3;2;2;2;325;1;2;1;28;may;97;4;-1;0;1;2
32;11;1;4;2;3538;1;2;1;28;may;95;5;-1;0;1;2
25;8;1;2;2;192;1;2;1;28;may;357;3;-1;0;1;2
55;12;2;2;2;2166;1;2;1;28;may;23;17;-1;0;1;2
33;12;1;2;2;-384;1;2;1;28;may;513;2;-1;0;1;2
45;12;3;2;2;1377;1;2;1;28;may;171;5;-1;0;1;2
43;8;1;3;2;50;2;2;1;28;may;90;8;-1;0;1;2
32;8;1;2;1;-354;1;1;1;28;may;51;2;-1;0;1;2
51;6;1;1;2;606;1;2;1;28;may;560;9;-1;0;1;1
35;8;1;2;2;120;1;2;1;28;may;245;2;-1;0;1;2
44;11;2;2;2;-357;1;1;1;28;may;318;2;-1;0;1;2
44;8;1;3;2;194;1;2;1;28;may;105;2;-1;0;1;2
40;11;1;2;2;-378;1;2;1;28;may;261;2;-1;0;1;2
24;9;3;4;2;931;1;2;1;28;may;200;4;-1;0;1;2
32;11;3;2;2;1210;1;1;1;28;may;267;4;-1;0;1;2
51;11;2;2;2;329;1;2;1;28;may;191;5;-1;0;1;2
28;4;3;4;2;355;1;1;1;28;may;300;4;-1;0;1;2
45;1;1;2;2;25;1;2;1;28;may;82;4;-1;0;1;2
32;1;1;2;2;739;1;1;1;28;may;153;3;-1;0;1;2
25;8;1;2;2;758;1;2;1;28;may;504;3;-1;0;1;2
29;9;1;2;2;542;2;2;1;28;may;104;3;-1;0;1;2
29;11;3;2;2;740;1;2;1;28;may;194;3;-1;0;1;2
38;8;1;3;2;476;1;2;1;28;may;212;4;-1;0;1;2
44;8;1;3;2;3753;1;2;1;28;may;122;4;-1;0;1;2
34;11;3;2;2;1386;1;1;1;28;may;185;6;-1;0;1;2
31;11;3;2;2;335;1;2;1;28;may;87;5;-1;0;1;2
41;1;3;2;2;882;1;1;1;28;may;145;2;-1;0;1;2
35;8;1;2;2;-659;1;1;1;28;may;30;2;-1;0;1;2
40;8;1;2;2;-428;1;2;1;28;may;585;3;-1;0;1;2
29;4;3;4;2;119;1;2;1;28;may;136;2;-1;0;1;2
26;8;1;2;2;245;1;2;1;28;may;146;2;-1;0;1;2
59;11;1;2;2;519;1;2;1;28;may;90;8;-1;0;1;2
39;12;3;2;2;300;1;1;1;28;may;180;2;-1;0;1;2
33;12;3;2;2;91;2;1;1;28;may;376;3;-1;0;1;2
43;11;1;2;2;-496;1;2;1;29;may;100;2;-1;0;1;2
50;4;1;2;2;-187;1;2;1;29;may;31;2;-1;0;1;2
48;11;1;2;2;219;1;1;1;29;may;154;4;-1;0;1;2
46;8;2;3;2;571;1;1;1;29;may;93;1;-1;0;1;2
31;8;3;3;2;-495;1;2;1;29;may;334;2;-1;0;1;2
43;11;3;2;2;11269;2;2;1;29;may;92;1;-1;0;1;2
28;8;1;2;2;2;1;2;1;29;may;750;2;-1;0;1;2
40;1;1;1;2;3557;1;2;1;29;may;332;1;-1;0;1;2
34;12;3;2;2;34;1;1;1;29;may;333;3;-1;0;1;2
42;8;3;3;2;181;1;2;1;29;may;118;2;-1;0;1;2
51;1;1;3;2;943;1;2;1;29;may;620;1;-1;0;1;2
41;8;1;2;2;1020;1;2;1;29;may;276;1;-1;0;1;2
34;8;1;2;2;250;1;2;1;29;may;193;6;-1;0;1;2
43;4;1;4;2;724;1;2;1;29;may;138;1;-1;0;1;2
59;11;1;3;2;4243;1;2;1;29;may;233;1;-1;0;1;2
48;8;1;2;2;48;1;1;1;29;may;144;1;-1;0;1;2
35;8;1;2;2;0;1;1;1;29;may;543;1;-1;0;1;1
53;10;1;2;2;1004;1;2;1;29;may;155;1;-1;0;1;2
50;11;2;1;2;1328;1;2;1;29;may;140;1;-1;0;1;2
33;4;1;4;2;2508;1;2;1;29;may;42;7;-1;0;1;2
24;7;3;2;2;1919;1;2;1;29;may;127;4;-1;0;1;2
52;12;2;3;2;130;1;2;1;29;may;103;2;-1;0;1;2
35;11;3;4;2;485;1;2;1;29;may;205;5;-1;0;1;2
30;12;3;2;2;179;1;2;1;29;may;286;3;-1;0;1;2
41;4;1;4;2;615;1;2;1;29;may;37;1;-1;0;1;2
45;4;3;4;2;2571;1;2;1;29;may;54;1;-1;0;1;2
43;8;1;2;2;-111;1;2;1;29;may;132;3;-1;0;1;2
42;11;2;2;2;-106;1;2;1;29;may;95;1;-1;0;1;2
45;11;3;2;2;31;2;2;1;29;may;177;1;-1;0;1;2
50;8;1;3;2;84;1;2;1;29;may;179;1;-1;0;1;2
43;8;1;2;2;0;1;1;1;29;may;242;1;-1;0;1;2
31;12;1;2;2;3181;1;2;1;29;may;128;7;-1;0;1;2
59;8;1;3;2;748;2;2;1;29;may;184;1;-1;0;1;2
40;1;1;3;2;1314;1;2;1;29;may;284;1;-1;0;1;2
36;11;3;1;2;0;1;2;1;29;may;148;1;-1;0;1;2
27;11;3;4;2;3083;1;2;1;29;may;244;2;-1;0;1;2
21;12;3;2;2;1903;1;2;1;29;may;107;2;-1;0;1;2
37;8;1;2;2;-4;1;1;1;29;may;381;1;-1;0;1;2
26;11;3;4;2;813;1;2;1;29;may;140;3;-1;0;1;2
39;11;1;2;2;192;1;1;1;29;may;217;5;-1;0;1;2
50;10;1;2;2;6998;1;2;1;29;may;1196;1;-1;0;1;2
39;6;1;4;1;1;1;1;1;29;may;102;1;-1;0;1;2
32;4;1;2;2;3935;1;2;1;29;may;129;2;-1;0;1;2
57;8;1;3;2;630;1;2;1;29;may;52;1;-1;0;1;2
42;4;1;4;2;1993;2;2;1;29;may;41;1;-1;0;1;2
42;8;1;2;2;130;1;2;1;29;may;285;1;-1;0;1;2
40;8;1;2;2;327;1;2;1;29;may;134;1;-1;0;1;2
30;12;2;2;2;1016;1;2;1;29;may;14;1;-1;0;1;2
29;8;1;1;2;559;1;2;1;29;may;182;2;-1;0;1;2
35;1;1;2;2;404;1;2;1;29;may;539;1;-1;0;1;1
31;8;1;2;2;283;1;1;1;29;may;37;3;-1;0;1;2
43;11;1;2;2;2041;1;1;1;29;may;162;5;-1;0;1;2
39;11;2;2;2;394;1;2;1;29;may;184;1;-1;0;1;2
37;4;3;2;2;34;1;2;1;29;may;285;1;-1;0;1;2
44;8;1;2;2;72;1;2;1;29;may;456;1;-1;0;1;2
52;11;3;4;2;1308;1;2;1;29;may;361;1;-1;0;1;2
53;4;1;2;2;2895;1;2;1;29;may;74;1;-1;0;1;2
41;8;1;2;2;193;1;2;1;29;may;130;1;-1;0;1;2
40;3;3;2;2;75;1;2;1;29;may;203;1;-1;0;1;2
41;1;1;2;2;3279;1;2;1;29;may;186;1;-1;0;1;2
40;12;1;2;2;1938;2;2;1;29;may;37;1;-1;0;1;2
55;4;1;4;2;0;2;2;1;29;may;206;2;-1;0;1;2
54;1;1;4;2;-690;1;1;1;29;may;230;4;-1;0;1;2
55;6;2;4;2;1119;2;2;1;29;may;283;1;-1;0;1;2
38;1;3;2;2;623;1;1;1;29;may;44;1;-1;0;1;2
54;1;1;2;2;426;1;2;1;29;may;205;1;-1;0;1;2
43;11;1;2;2;310;1;2;1;29;may;291;1;-1;0;1;2
41;8;1;3;2;262;1;2;1;29;may;159;1;-1;0;1;2
38;10;3;2;2;44;2;2;1;29;may;148;1;-1;0;1;2
52;12;1;2;2;2081;1;2;1;29;may;150;1;-1;0;1;2
43;4;1;1;2;5172;1;2;1;29;may;57;3;-1;0;1;2
27;8;3;2;2;2486;1;2;1;29;may;733;1;-1;0;1;1
36;6;1;4;2;1423;1;2;1;29;may;193;1;-1;0;1;2
36;7;3;1;2;36;1;2;1;29;may;705;1;-1;0;1;2
51;12;1;1;2;224;1;2;1;29;may;52;3;-1;0;1;2
50;11;1;2;2;1541;1;2;1;29;may;744;1;-1;0;1;2
48;4;2;2;2;1598;1;2;1;29;may;84;1;-1;0;1;2
44;8;1;3;2;77;1;2;1;29;may;23;1;-1;0;1;2
34;11;2;4;2;1242;1;2;1;29;may;578;3;-1;0;1;2
48;4;1;4;2;1533;2;2;1;29;may;358;1;-1;0;1;2
46;1;2;2;2;1939;1;2;1;29;may;119;1;-1;0;1;2
51;8;1;2;2;2237;1;2;1;29;may;619;1;-1;0;1;2
58;10;1;2;2;32948;2;2;1;29;may;364;2;-1;0;1;2
35;8;1;2;2;765;1;2;1;29;may;418;8;-1;0;1;2
45;11;3;4;2;1403;1;2;1;29;may;111;1;-1;0;1;2
53;9;1;4;2;451;1;2;1;29;may;56;2;-1;0;1;2
50;9;1;2;2;6174;1;1;1;29;may;456;1;-1;0;1;2
42;8;1;3;2;984;1;2;1;29;may;109;1;-1;0;1;2
48;4;1;3;2;1910;1;2;1;29;may;413;2;-1;0;1;2
47;11;1;2;2;72;2;2;1;29;may;278;1;-1;0;1;2
56;8;1;2;2;249;1;2;1;29;may;791;2;-1;0;1;1
42;8;1;2;2;-972;1;2;1;29;may;146;1;-1;0;1;2
54;11;1;2;2;-939;1;2;1;29;may;202;1;-1;0;1;2
53;8;1;3;2;436;1;2;1;29;may;154;1;-1;0;1;2
40;1;1;2;2;451;1;1;1;29;may;257;1;-1;0;1;2
37;8;1;2;2;11953;1;1;1;29;may;208;1;-1;0;1;2
26;1;3;4;2;3672;1;2;1;29;may;360;5;-1;0;1;2
46;8;1;2;2;176;2;2;1;29;may;131;1;-1;0;1;2
46;9;1;2;2;0;2;2;1;29;may;137;1;-1;0;1;2
45;11;1;2;2;0;1;2;1;29;may;155;1;-1;0;1;2
56;1;1;2;2;1504;1;2;1;29;may;66;2;-1;0;1;2
36;8;1;2;2;722;1;2;1;29;may;103;7;-1;0;1;2
40;11;1;2;2;1269;1;2;1;29;may;656;1;-1;0;1;2
32;1;1;4;2;118;2;2;1;29;may;358;10;-1;0;1;2
31;8;1;2;2;1017;1;2;1;29;may;514;3;-1;0;1;2
56;8;1;3;2;551;2;2;1;29;may;27;1;-1;0;1;2
23;12;3;2;2;0;1;2;1;29;may;544;4;-1;0;1;2
29;2;3;1;2;209;2;2;1;29;may;346;6;-1;0;1;2
50;11;1;2;2;841;1;2;1;29;may;54;2;-1;0;1;2
39;12;1;2;2;1099;2;2;1;29;may;134;6;-1;0;1;2
55;4;1;4;2;505;1;1;1;29;may;135;2;-1;0;1;2
35;9;1;2;2;0;1;2;1;29;may;633;6;-1;0;1;2
51;12;1;2;2;-178;1;1;1;29;may;48;1;-1;0;1;2
33;11;3;4;2;538;1;2;1;29;may;359;2;-1;0;1;2
44;8;1;2;2;2523;1;2;1;29;may;1236;2;-1;0;1;2
44;12;1;2;2;744;1;2;1;29;may;574;1;-1;0;1;2
52;9;1;2;2;-488;1;2;1;29;may;322;1;-1;0;1;2
45;3;2;2;2;3354;1;2;1;29;may;746;1;-1;0;1;1
32;12;3;2;2;187;1;2;1;29;may;315;1;-1;0;1;2
40;4;1;4;2;832;1;1;1;29;may;126;1;-1;0;1;2
38;11;3;2;2;2079;1;1;1;29;may;122;1;-1;0;1;2
53;11;2;2;2;1301;1;2;1;29;may;90;1;-1;0;1;2
26;11;3;4;2;77;1;2;1;29;may;125;2;-1;0;1;2
33;11;1;2;2;1072;2;1;1;29;may;144;2;-1;0;1;2
44;8;1;1;2;15578;1;2;1;29;may;401;1;-1;0;1;2
35;8;1;2;2;809;1;1;1;29;may;60;1;-1;0;1;2
44;11;1;2;2;13761;1;2;1;29;may;65;1;-1;0;1;2
42;8;1;2;2;790;1;2;1;29;may;356;2;-1;0;1;2
58;3;1;2;2;4497;1;2;1;29;may;128;1;-1;0;1;2
43;12;1;2;2;-456;1;2;1;29;may;102;4;-1;0;1;2
39;4;1;3;2;1749;1;2;1;29;may;46;1;-1;0;1;2
32;4;3;4;2;537;2;2;1;29;may;187;3;-1;0;1;2
29;4;1;4;2;1474;1;1;1;29;may;79;3;-1;0;1;2
41;12;1;2;2;1545;1;2;1;29;may;390;3;-1;0;1;2
44;8;1;2;2;776;1;2;1;29;may;306;1;-1;0;1;2
36;11;1;2;2;1286;1;1;1;29;may;152;1;-1;0;1;2
34;11;1;4;2;285;1;1;1;29;may;223;4;-1;0;1;2
35;8;1;3;1;-1489;1;1;1;29;may;177;1;-1;0;1;2
57;11;3;2;2;806;1;2;1;29;may;77;1;-1;0;1;2
42;1;3;1;2;297;1;2;1;29;may;106;1;-1;0;1;2
40;11;3;3;2;340;1;2;1;29;may;146;1;-1;0;1;2
35;11;3;4;2;130;1;2;1;29;may;125;1;-1;0;1;2
46;11;1;2;2;1307;1;2;1;29;may;404;1;-1;0;1;2
44;8;1;2;2;6491;1;2;1;29;may;244;1;-1;0;1;2
31;8;3;2;2;2137;2;2;1;29;may;413;1;-1;0;1;2
26;12;1;2;2;611;1;2;1;29;may;177;2;-1;0;1;2
51;11;1;2;2;2402;1;2;1;29;may;118;1;-1;0;1;2
42;4;1;2;2;2608;1;2;1;29;may;201;1;-1;0;1;2
41;12;3;4;2;285;1;1;1;29;may;135;1;-1;0;1;2
45;11;1;2;2;59;1;2;1;29;may;609;2;-1;0;1;2
52;10;1;2;2;1052;1;2;1;29;may;35;1;-1;0;1;2
52;4;1;4;2;1177;1;2;1;29;may;473;1;-1;0;1;2
41;4;1;2;2;689;1;2;1;29;may;596;1;-1;0;1;2
47;3;1;2;2;351;1;1;1;29;may;370;1;-1;0;1;2
39;8;1;3;2;-388;1;2;1;29;may;691;1;-1;0;1;2
52;11;1;2;2;22755;1;2;1;29;may;70;2;-1;0;1;2
48;4;2;4;1;-625;1;2;1;29;may;125;2;-1;0;1;2
39;11;2;2;2;1270;1;2;1;29;may;245;4;-1;0;1;2
30;12;1;2;2;699;1;2;1;29;may;544;1;-1;0;1;2
40;1;1;2;2;0;1;1;1;29;may;49;3;-1;0;1;2
51;8;2;1;2;10287;1;2;1;29;may;117;1;-1;0;1;2
51;4;1;4;2;0;1;1;1;29;may;410;5;-1;0;1;2
45;8;1;3;2;180;1;1;1;29;may;150;1;-1;0;1;2
39;9;1;3;2;185;1;2;1;29;may;513;3;-1;0;1;2
36;8;1;2;2;439;1;2;1;29;may;179;2;-1;0;1;2
28;8;1;3;2;10045;1;2;1;29;may;169;4;-1;0;1;2
43;9;1;1;2;6;1;2;1;29;may;365;2;-1;0;1;2
48;8;1;2;2;5241;1;2;1;29;may;158;1;-1;0;1;2
60;8;2;2;2;0;1;2;1;29;may;1207;1;-1;0;1;1
41;11;1;4;2;816;1;1;1;29;may;159;1;-1;0;1;2
37;11;3;2;2;3;1;2;1;29;may;82;1;-1;0;1;2
33;11;1;2;2;2099;1;1;1;29;may;42;3;-1;0;1;2
48;8;1;1;2;100;1;2;1;29;may;206;1;-1;0;1;2
50;11;1;2;2;7098;1;2;1;29;may;92;1;-1;0;1;2
49;1;2;2;2;266;1;2;1;29;may;162;2;-1;0;1;2
47;8;1;2;2;7985;1;2;1;29;may;347;1;-1;0;1;2
47;8;1;2;2;812;1;2;1;29;may;68;1;-1;0;1;2
41;8;3;1;2;961;1;2;1;29;may;117;1;-1;0;1;2
52;11;1;1;2;9687;1;2;1;29;may;936;1;-1;0;1;2
48;3;1;3;2;551;1;2;1;29;may;162;2;-1;0;1;2
39;8;1;2;1;-16;2;2;1;29;may;285;2;-1;0;1;2
31;11;1;4;2;8;2;2;1;29;may;71;5;-1;0;1;2
35;12;3;2;2;918;1;2;1;29;may;178;1;-1;0;1;2
33;12;1;2;2;-49;1;2;1;29;may;89;2;-1;0;1;2
30;1;2;3;2;1032;1;2;1;29;may;52;5;-1;0;1;2
23;11;1;2;2;8254;1;2;1;29;may;409;3;-1;0;1;2
42;12;1;3;2;91;1;2;1;29;may;87;7;-1;0;1;2
32;12;1;2;2;250;1;2;1;29;may;202;1;-1;0;1;2
50;12;1;3;2;1132;1;2;1;29;may;117;1;-1;0;1;2
36;11;1;2;2;1466;1;2;1;29;may;441;1;-1;0;1;2
51;6;2;1;2;-57;1;2;1;29;may;175;1;-1;0;1;2
39;11;3;2;2;822;1;1;1;29;may;164;3;-1;0;1;2
54;4;1;4;2;2452;1;2;1;29;may;80;3;-1;0;1;2
36;9;3;3;2;235;1;2;1;29;may;141;9;-1;0;1;2
26;11;3;4;2;8839;1;2;1;29;may;932;3;-1;0;1;2
30;8;1;3;2;1127;1;2;1;29;may;13;1;-1;0;1;2
28;12;3;2;2;1736;1;2;1;29;may;139;3;-1;0;1;2
35;11;1;2;2;295;1;2;1;29;may;882;2;-1;0;1;2
33;12;1;2;2;931;1;2;1;29;may;263;3;-1;0;1;2
25;12;3;2;2;2798;1;2;1;29;may;440;2;-1;0;1;2
38;1;3;2;2;2345;1;2;1;29;may;174;2;-1;0;1;2
37;8;1;2;2;-141;1;1;1;29;may;76;3;-1;0;1;2
57;8;1;2;2;-353;2;1;1;29;may;26;3;-1;0;1;2
35;8;1;2;2;628;1;2;1;29;may;455;2;-1;0;1;2
31;8;1;3;2;490;1;2;1;29;may;180;2;-1;0;1;2
55;12;2;2;2;218;1;2;1;29;may;200;2;-1;0;1;2
51;8;1;3;2;3170;1;2;1;29;may;51;1;-1;0;1;2
56;11;1;2;2;589;1;2;1;29;may;535;2;-1;0;1;1
50;12;2;2;2;28;1;1;1;29;may;313;2;-1;0;1;2
36;4;3;4;2;6450;1;2;1;29;may;101;1;-1;0;1;2
40;11;1;2;2;2715;1;2;1;29;may;125;2;-1;0;1;2
28;11;3;2;2;1;1;2;1;29;may;364;3;-1;0;1;2
37;1;3;2;2;3049;1;1;1;29;may;153;1;-1;0;1;2
44;4;1;2;2;27;1;2;1;29;may;158;1;-1;0;1;2
36;9;3;2;2;3670;1;2;1;29;may;617;2;-1;0;1;2
49;11;1;2;2;2497;1;2;1;29;may;99;1;-1;0;1;2
38;1;1;2;2;-762;2;2;1;29;may;165;1;-1;0;1;2
50;8;1;3;2;414;1;2;1;29;may;121;1;-1;0;1;2
44;12;1;2;2;361;1;2;1;29;may;217;1;-1;0;1;2
37;8;1;2;2;672;1;2;1;29;may;129;2;-1;0;1;2
36;8;1;2;2;959;1;2;1;29;may;200;4;-1;0;1;2
33;8;1;2;2;-416;1;2;1;29;may;431;2;-1;0;1;2
49;12;1;3;2;5737;1;2;1;29;may;417;2;-1;0;1;2
45;1;1;3;2;895;1;2;1;29;may;480;2;-1;0;1;2
51;8;2;3;2;-413;1;2;1;29;may;331;4;-1;0;1;2
50;4;1;1;2;914;1;2;1;29;may;359;3;-1;0;1;2
53;8;1;1;2;1202;1;2;1;29;may;332;2;-1;0;1;2
58;8;1;3;2;0;1;2;1;29;may;535;2;-1;0;1;2
51;12;1;1;2;5801;1;2;1;29;may;147;2;-1;0;1;2
43;11;3;2;2;799;1;1;1;29;may;13;3;-1;0;1;2
43;11;1;2;2;5342;1;2;1;29;may;689;2;-1;0;1;2
41;8;1;3;2;943;1;2;1;29;may;242;3;-1;0;1;2
33;4;1;4;2;455;1;1;1;29;may;122;10;-1;0;1;2
32;1;1;2;2;340;1;2;1;29;may;665;1;-1;0;1;2
35;8;1;2;2;5310;1;2;1;29;may;97;1;-1;0;1;2
39;11;3;2;2;556;1;2;1;29;may;322;1;-1;0;1;2
45;1;1;2;2;-261;1;2;1;29;may;144;1;-1;0;1;2
39;8;1;3;2;481;1;2;1;29;may;376;1;-1;0;1;2
41;1;3;2;2;2015;1;2;1;29;may;480;10;-1;0;1;2
52;8;1;2;2;691;1;2;1;29;may;158;1;-1;0;1;2
46;1;3;2;2;1544;1;2;1;29;may;609;1;-1;0;1;2
35;8;3;2;2;219;1;1;1;29;may;161;1;-1;0;1;2
36;1;1;4;2;828;1;2;1;29;may;116;1;-1;0;1;2
35;1;2;2;2;356;1;2;1;29;may;76;1;-1;0;1;2
53;4;2;4;2;195;1;2;1;29;may;217;1;-1;0;1;2
52;4;3;4;2;2076;1;2;1;29;may;112;1;-1;0;1;2
41;12;1;2;2;2399;1;2;1;29;may;607;2;-1;0;1;2
56;4;1;2;2;0;1;2;1;29;may;726;1;-1;0;1;2
37;8;1;2;2;1731;1;1;1;29;may;148;4;-1;0;1;2
35;4;1;2;2;97;1;2;1;29;may;135;4;-1;0;1;2
33;8;3;3;2;127;1;2;1;29;may;1059;2;-1;0;1;1
39;4;1;4;2;0;1;2;1;29;may;184;2;-1;0;1;2
40;8;1;2;2;0;1;1;1;29;may;245;3;-1;0;1;2
53;12;1;2;2;1788;1;2;1;29;may;253;2;-1;0;1;2
34;1;1;2;2;1365;1;2;1;29;may;293;2;-1;0;1;2
35;4;1;2;2;1;1;2;1;29;may;246;2;-1;0;1;2
46;3;1;2;2;2940;1;2;1;29;may;195;2;-1;0;1;2
42;4;1;4;2;-1485;1;2;1;29;may;221;2;-1;0;1;2
42;4;1;4;2;8794;1;2;1;29;may;166;3;-1;0;1;2
41;8;1;2;2;239;2;2;1;29;may;385;2;-1;0;1;2
27;4;3;4;2;12956;1;2;1;29;may;789;3;-1;0;1;1
49;4;1;2;2;367;1;2;1;29;may;85;6;-1;0;1;2
35;1;2;2;2;869;1;2;1;29;may;173;1;-1;0;1;2
45;8;1;2;2;1778;1;2;1;29;may;48;5;-1;0;1;2
49;6;1;3;2;3112;1;2;1;29;may;410;3;-1;0;1;2
36;11;1;3;2;4585;1;2;1;29;may;311;3;-1;0;1;2
40;1;1;2;2;223;1;2;1;29;may;81;1;-1;0;1;2
33;7;3;4;2;254;1;2;1;29;may;558;13;-1;0;1;2
48;8;1;3;2;219;1;2;1;29;may;109;4;-1;0;1;2
60;11;2;4;2;1900;1;2;1;29;may;77;3;-1;0;1;2
39;8;3;2;2;885;1;2;1;29;may;70;7;-1;0;1;2
36;4;1;4;2;-1312;1;1;1;29;may;229;4;-1;0;1;2
38;11;2;2;2;1294;1;2;1;29;may;565;1;-1;0;1;2
50;11;1;1;2;1268;1;1;1;29;may;145;2;-1;0;1;2
30;1;1;2;2;873;1;2;1;29;may;792;3;-1;0;1;1
39;8;1;2;2;11;2;2;1;29;may;199;2;-1;0;1;2
43;1;2;2;2;3350;1;1;1;29;may;488;1;-1;0;1;2
40;12;1;2;2;-116;1;2;1;29;may;176;3;-1;0;1;2
27;12;3;2;2;2457;1;2;1;29;may;123;4;-1;0;1;2
44;4;1;4;2;612;1;2;1;29;may;88;2;-1;0;1;2
32;8;3;2;2;7712;1;1;1;29;may;768;4;-1;0;1;2
42;8;1;1;2;1123;1;2;1;29;may;105;3;-1;0;1;2
55;4;1;4;2;856;1;1;1;29;may;101;4;-1;0;1;2
45;8;1;3;2;19;1;2;1;29;may;33;2;-1;0;1;2
51;4;2;2;2;3348;1;2;1;29;may;122;2;-1;0;1;2
37;4;1;4;2;21;1;2;1;29;may;52;2;-1;0;1;2
48;11;1;2;2;256;1;2;1;29;may;150;4;-1;0;1;2
34;4;2;4;2;500;1;2;1;29;may;399;1;-1;0;1;2
33;11;1;4;2;16992;1;2;1;29;may;58;1;-1;0;1;2
30;1;1;2;2;2931;1;2;1;29;may;199;3;-1;0;1;2
39;11;1;2;2;3032;2;2;1;29;may;260;1;-1;0;1;2
33;8;3;1;2;12;1;2;1;29;may;241;4;-1;0;1;2
24;7;3;2;2;2530;1;2;1;29;may;399;5;-1;0;1;2
41;2;3;2;2;646;1;2;1;29;may;40;2;-1;0;1;2
35;1;2;2;2;45;1;2;1;29;may;167;1;-1;0;1;2
28;11;1;2;2;1180;1;2;1;29;may;637;3;-1;0;1;2
38;8;1;3;2;498;1;2;1;29;may;107;2;-1;0;1;2
50;4;2;4;2;738;1;1;1;29;may;68;1;-1;0;1;2
56;11;1;3;2;675;1;2;1;29;may;137;1;-1;0;1;2
34;4;1;4;2;581;1;2;1;29;may;182;1;-1;0;1;2
41;6;1;4;2;1065;1;1;1;29;may;553;1;-1;0;1;2
34;1;3;2;2;10;2;1;1;29;may;310;3;-1;0;1;2
51;8;1;3;2;1491;1;2;1;29;may;206;3;-1;0;1;2
49;4;1;4;2;-151;1;2;1;29;may;119;2;-1;0;1;2
30;8;1;3;2;179;1;2;1;29;may;764;2;-1;0;1;2
45;8;2;3;2;594;1;2;1;29;may;833;2;-1;0;1;1
38;11;1;2;2;381;1;2;1;29;may;126;2;-1;0;1;2
50;4;1;4;2;2488;1;2;1;29;may;91;2;-1;0;1;2
31;11;1;2;2;222;1;2;1;29;may;251;4;-1;0;1;2
41;8;1;3;2;-252;1;2;1;29;may;166;5;-1;0;1;2
35;4;3;4;2;870;1;2;1;29;may;188;6;-1;0;1;2
50;1;1;3;2;429;2;2;1;29;may;60;2;-1;0;1;2
29;7;3;2;2;1093;1;2;1;29;may;368;2;-1;0;1;2
46;8;1;3;2;684;1;2;1;29;may;414;2;-1;0;1;2
42;6;1;2;2;0;1;1;1;29;may;128;3;-1;0;1;2
43;8;3;2;2;747;2;2;1;29;may;685;2;-1;0;1;2
30;4;1;4;2;623;1;2;1;29;may;512;5;-1;0;1;2
38;8;1;3;2;1131;1;2;1;29;may;102;3;-1;0;1;2
35;4;1;4;2;1550;1;2;1;29;may;1611;2;-1;0;1;2
45;4;1;4;2;1929;1;2;1;29;may;44;15;-1;0;1;2
41;5;2;4;2;9767;1;2;1;29;may;162;2;-1;0;1;2
52;11;1;2;2;963;1;2;1;29;may;74;2;-1;0;1;2
38;12;2;3;2;92;1;1;1;29;may;118;3;-1;0;1;2
40;5;1;4;2;795;1;2;1;29;may;725;3;-1;0;1;2
31;8;1;3;2;3283;1;2;1;29;may;100;5;-1;0;1;2
42;11;1;2;2;-158;1;2;1;29;may;124;3;-1;0;1;2
36;12;1;2;2;0;2;2;1;29;may;752;2;-1;0;1;2
36;4;3;4;2;891;1;2;1;29;may;233;5;-1;0;1;2
33;11;1;2;2;1844;1;2;1;29;may;241;3;-1;0;1;2
39;8;2;2;2;94;1;2;1;29;may;430;1;-1;0;1;2
37;4;1;4;2;-113;1;2;1;29;may;219;3;-1;0;1;2
49;8;1;2;2;0;1;2;1;29;may;67;2;-1;0;1;2
37;11;1;4;2;472;1;2;1;29;may;294;3;-1;0;1;2
38;8;1;1;2;976;1;2;1;29;may;318;2;-1;0;1;2
33;8;1;3;2;233;1;2;1;29;may;428;1;-1;0;1;2
35;8;1;2;2;807;1;2;1;29;may;1185;3;-1;0;1;2
45;1;1;2;2;142;1;1;1;29;may;110;3;-1;0;1;2
32;4;3;4;2;1731;1;1;1;29;may;323;3;-1;0;1;2
55;10;1;2;2;2749;1;1;1;29;may;58;2;-1;0;1;2
